レコード番号,手配,納品先名,受注番号_行,商品コ－ド,才数,才数2,数量,才数計,計算,出荷日,納品日,出荷数計,運送便コード
78691,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250121_9,XYB-BWSSS18MN1F,11,0,1,11,2026/1/29,2026/1/29,2026/1/30,,1S
78692,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250121_6,XYB-BWSSS18MN1F,11,0,1,11,2026/1/29,2026/1/29,2026/1/30,,1S
78693,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247551_7,CNS-120WW21V0MM,7.9,0,1,7.9,2026/1/29,2026/1/29,2026/1/30,,1S
78694,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247531_6,CNS-120WW21V0MM,7.9,0,1,7.9,2026/1/29,2026/1/29,2026/1/30,,1S
78695,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247531_4,CNS-120WW21V0MM,7.9,0,1,7.9,2026/1/29,2026/1/29,2026/1/30,,1S
78696,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247491_1,NTKGH-R1412-MT12,21.6,0,1,21.6,2026/1/29,2026/1/29,2026/1/30,,1S
78697,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228721_1,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/29,2026/1/29,2026/1/30,,1S
78698,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209151_4,NANS-L1C-G2Q61,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
78699,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209151_3,NANS-L1C-G2Q61,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
78700,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209102_7,NANS-L1C-G2E21,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
78701,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209102_1,NANS-L1C-G2E21,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
78702,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209051_7,NANS-L1C-G29G1,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
78703,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V207051_2,NTKGH-R2112-MT12,32.2,0,1,32.2,2026/1/7,2026/1/7,2026/1/8,,1S
78704,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V207041_8,NTKGH-R2112-MT12,32.2,0,1,32.2,2026/1/7,2026/1/7,2026/1/8,,1S
78705,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V207041_7,NTKGH-R2112-MT12,32.2,0,1,32.2,2026/1/7,2026/1/7,2026/1/8,,1S
78706,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206882_3,MG-N65LKW09NN,19.6,0,1,19.6,2026/1/7,2026/1/7,2026/1/8,,1S
78707,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206541_2,NANS-L1C-G21S1,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
78708,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206531_7,NANS-L1C-G21S1,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
78709,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206511_2,NAN-S1C-G2Q61,3.6,0,1,3.6,2026/1/7,2026/1/7,2026/1/8,,1S
78710,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206411_1,NAN-S1C-G21S1,3.6,0,1,3.6,2026/1/7,2026/1/7,2026/1/8,,1S
78711,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206401_9,NAN-S1C-G21S1,3.6,0,1,3.6,2026/1/7,2026/1/7,2026/1/8,,1S
78712,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206262_8,CE-15W25D,14.1,0,1,14.1,2026/1/7,2026/1/7,2026/1/8,,1S
78713,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206262_5,CE-15W25D,14.1,0,1,14.1,2026/1/7,2026/1/7,2026/1/8,,1S
78714,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252612_7,NAN-S1C-G2Q61,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
78715,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252612_5,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
78716,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251121_4,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/19,2026/1/19,2026/1/20,,1S
78717,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251121_3,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/19,2026/1/19,2026/1/20,,1S
78718,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250361_8,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/19,2026/1/19,2026/1/20,,1S
78719,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246281_3,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/1/9,2026/1/9,2026/1/13,,1S
78720,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244241_8,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/9,2026/1/9,2026/1/13,,1S
78721,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243951_1,XYB-BWSCS15MN1F,8.6,0,1,8.6,2026/1/9,2026/1/9,2026/1/13,,1S
78722,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237571_1,MG-N65SSNN*,28.9,0,1,28.9,2026/1/9,2026/1/9,2026/1/13,,1S
78723,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248831_4,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/23,2026/1/23,2026/1/26,,1S
78724,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248831_1,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/23,2026/1/23,2026/1/26,,1S
78725,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247541_2,CNS-120WW21V0MM,7.9,0,1,7.9,2026/1/23,2026/1/23,2026/1/26,,1S
78726,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247041_1,NTKGH-R1412-MT12,21.6,0,1,21.6,2026/1/23,2026/1/23,2026/1/26,,1S
78727,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244661_4,XYS-BWSSS18K912F,8.3,0,1,8.3,2026/1/23,2026/1/23,2026/1/26,,1S
78728,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240981_2,MGT-N65D1885NN*,6.6,0,1,6.6,2026/1/23,2026/1/23,2026/1/26,,1S
78729,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230052_9,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
78730,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230052_7,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
78731,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230042_8,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
78732,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230031_6,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
78733,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230031_4,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
78734,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230031_3,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
78735,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209481_3,XYS-BWSCS12K9C2F,5,0,1,5,2026/1/9,2026/1/9,2026/1/13,,1S
78736,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209481_1,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/1/9,2026/1/9,2026/1/13,,1S
78737,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209471_9,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/1/9,2026/1/9,2026/1/13,,1S
78738,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V259941_6,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/2/2,2026/2/2,2026/2/3,,1S
78739,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V259941_1,XY-BWSCT03MN1,2.1,0,1,2.1,2026/2/2,2026/2/2,2026/2/3,,1S
78740,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V259921_1,CE-15W23S,14.1,0,1,14.1,2026/2/2,2026/2/2,2026/2/3,,1S
78741,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V259331_4,NANS-B1C-G21S1,5.6,0,1,5.6,2026/2/2,2026/2/2,2026/2/3,,1S
78742,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256411_3,W40T-KW1809G-WF51,3.1,0,1,3.1,2026/2/2,2026/2/2,2026/2/3,,1S
78743,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256401_4,MGT-55D1685W31N3,4.9,0,1,4.9,2026/2/2,2026/2/2,2026/2/3,,1S
78744,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V254651_4,NANS-L1C-G2M11,7.4,0,1,7.4,2026/1/28,2026/1/28,2026/1/29,,1S
78745,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251961_4,NANS-L1C-G29G1,7.4,0,1,7.4,2026/1/28,2026/1/28,2026/1/29,,1S
78746,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250341_4,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/28,2026/1/28,2026/1/29,,1S
78747,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250341_3,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/28,2026/1/28,2026/1/29,,1S
78748,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250331_6,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/28,2026/1/28,2026/1/29,,1S
78749,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249631_6,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/28,2026/1/28,2026/1/29,,1S
78750,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249621_4,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/28,2026/1/28,2026/1/29,,1S
78751,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249081_6,XY-BWSCSN*,1,0,2,2,2026/1/28,2026/1/28,2026/1/29,,1S
78752,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247502_3,XY-BWSCIXXN1EE,42.1,0,1,42.1,2026/1/28,2026/1/28,2026/1/29,,1S
78753,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244111_2,XYS-BWSSS21F*,9.7,0,2,19.4,2026/1/28,2026/1/28,2026/1/29,,1S
78754,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V242701_7,NTKGH-R1412-MT12,21.6,0,1,21.6,2026/1/28,2026/1/28,2026/1/29,,1S
78755,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252021_7,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/2/2,2026/2/2,2026/2/3,,1S
78756,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251993_2,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/2/2,2026/2/2,2026/2/3,,1S
78757,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251202_9,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/2/2,2026/2/2,2026/2/3,,1S
78758,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251202_8,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/2/2,2026/2/2,2026/2/3,,1S
78759,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251202_7,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/2/2,2026/2/2,2026/2/3,,1S
78760,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250861_5,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/2/2,2026/2/2,2026/2/3,,1S
78761,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230291_4,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/28,2026/1/28,2026/1/29,,1S
78762,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230281_9,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/28,2026/1/28,2026/1/29,,1S
78763,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230281_6,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/28,2026/1/28,2026/1/29,,1S
78764,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247521_5,CNF-120WW21NN,0.6,0,1,0.6,2026/2/2,2026/2/2,2026/2/3,,1S
78765,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247521_3,CNF-120WW21NN,0.6,0,1,0.6,2026/2/2,2026/2/2,2026/2/3,,1S
78766,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230341_5,NAN-S1C-G2E21,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
78767,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230341_4,NAN-S1C-G2E21,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
78768,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228761_7,NAN-S1C-G2M11,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
78769,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250943_1,W40T-KM2412G-W091,5.5,0,1,5.5,2026/1/21,2026/1/21,2026/1/22,,1S
78770,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250932_2,MGT-220CDW05N3,3.5,0,1,3.5,2026/1/21,2026/1/21,2026/1/22,,1S
78771,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250822_4,NTKGH-R1812-MV52,27.7,0,1,27.7,2026/1/21,2026/1/21,2026/1/22,,1S
78772,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250822_2,NTKGH-R1812-MV52,27.7,0,1,27.7,2026/1/21,2026/1/21,2026/1/22,,1S
78773,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249581_5,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/21,2026/1/21,2026/1/22,,1S
78774,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249241_6,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/21,2026/1/21,2026/1/22,,1S
78775,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V239432_4,MFR-5L-W31LP111,22.2,0,1,22.2,2026/1/21,2026/1/21,2026/1/22,,1S
78776,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230201_3,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/21,2026/1/21,2026/1/22,,1S
78777,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248981_4,XYB-BWSSS18MN1F,11,0,1,11,2026/1/14,2026/1/14,2026/1/15,,1S
78778,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248811_6,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/14,2026/1/14,2026/1/15,,1S
78779,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247141_8,XYS-BWSSS18K9C2F,8.3,0,1,8.3,2026/1/14,2026/1/14,2026/1/15,,1S
78780,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246661_4,NTKGH-R1412-MV52,21.6,0,1,21.6,2026/1/14,2026/1/14,2026/1/15,,1S
78781,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246251_3,XY-BWSCOXXN1C2,7,0,1,7,2026/1/14,2026/1/14,2026/1/15,,1S
78782,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243551_1,MGE-55E23W39N3,17.5,0,1,17.5,2026/1/14,2026/1/14,2026/1/15,,1S
78783,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237391_1,XY-BWSCT03MN1,2.1,0,1,2.1,2026/1/14,2026/1/14,2026/1/15,,1S
78784,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209791_7,NANS-B1C-G2Q61,5.6,0,1,5.6,2026/1/14,2026/1/14,2026/1/15,,1S
78785,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206932_3,MG-55DSW39NN,6.6,0,1,6.6,2026/1/14,2026/1/14,2026/1/15,,1S
78786,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247081_6,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78787,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247081_5,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78788,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247081_3,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78789,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246232_1,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/13,2026/1/13,2026/1/14,,1S
78790,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246151_4,MGF-7DSRW05NN,4.6,4.6,1,4.6,2026/1/13,2026/1/13,2026/1/14,,1S
78791,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246151_1,MGE-7DDCW05N3,18.6,18.6,1,18.6,2026/1/13,2026/1/13,2026/1/14,,1S
78792,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244641_3,XYB-BWSSS18MN1F,11,0,1,11,2026/1/13,2026/1/13,2026/1/14,,1S
78793,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244622_6,NTKGH-R1807-MT12,17.5,0,1,17.5,2026/1/13,2026/1/13,2026/1/14,,1S
78794,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249241_2,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/16,2026/1/16,2026/1/19,,1S
78795,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249091_2,NND-N3NS-W7906111,27.2,0,1,27.2,2026/1/16,2026/1/16,2026/1/19,,1S
78796,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244721_4,NANS-L1C-G2M11,7.4,0,1,7.4,2026/1/16,2026/1/16,2026/1/19,,1S
78797,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244631_1,XY-BWSCIXXN1L6,42.1,0,1,42.1,2026/1/16,2026/1/16,2026/1/19,,1S
78798,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244092_5,XYB-BWSSSE221*,12.8,0,2,25.6,2026/1/16,2026/1/16,2026/1/19,,1S
78799,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243911_1,W40T-KW2412G-WF51,5.5,0,1,5.5,2026/1/16,2026/1/16,2026/1/19,,1S
78800,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V242842_3,MVR-7M-W03LJB61,12.4,0,1,12.4,2026/1/16,2026/1/16,2026/1/19,,1S
78801,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243891_6,NTKGH-R1812-MT12,27.7,0,1,27.7,2026/1/13,2026/1/13,2026/1/14,,1S
78802,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241511_1,XYB-BWSSS18MN1F,11,0,1,11,2026/1/13,2026/1/13,2026/1/14,,1S
78803,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228701_1,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/13,2026/1/13,2026/1/14,,1S
78804,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209431_8,XYS-BWSSS18K9C2F,8.3,0,1,8.3,2026/1/13,2026/1/13,2026/1/14,,1S
78805,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241502_1,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/16,2026/1/16,2026/1/19,,1S
78806,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230131_5,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/16,2026/1/16,2026/1/19,,1S
78807,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230131_4,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/16,2026/1/16,2026/1/19,,1S
78808,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230131_3,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/16,2026/1/16,2026/1/19,,1S
